ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Registration Year,Insurance_Type,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Mileage kmpl,Engine CC,seater,City
Petrol,SUV,25000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLA Class,2016,200,219000.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,13.7,1991,5.0,Delhi
Petrol,SUV,27401,Automatic,1,Jeep,Jeep Compass,2018,1.4 Limited Plus BSIV,155000.0,2018,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,16.0,1368,5.0,Delhi
Petrol,Hatchback,15981,Manual,1,Maruti,Maruti S-Presso,2019,VXI 2019-2022,42699.99999999999,2019,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,21.7,998,,Delhi
Petrol,SUV,7500,Automatic,1,MG,MG Hector,2022,Sharp CVT,190000.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,1451.0,141,,Delhi
Petrol,Sedan,6300,Automatic,1,Audi,Audi A4,2022,Technology,420000.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Changer,1998.0,187.74,,Delhi
Petrol,Hatchback,73052,Manual,1,Hyundai,Hyundai i10,2011,Sportz,18300.0,2011,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Day Night Rear View Mirror,Cd Player,20.36,1197,5.0,Delhi
Petrol,Sedan,61000,Automatic,1,Honda,Honda City,2014,i VTEC CVT SV,57100.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,18.0,1497,,Delhi
Petrol,SUV,15036,Manual,1,Tata,Tata Punch,2021,Creative IRA BSVI,80600.0,2021,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,20.09,1199,5.0,Delhi
Diesel,Sedan,94000,Automatic,1,BMW,BMW 5 Series,2015,520d Luxury Line,170000.0,2015,Comprehensive,Power Steering,Air Quality Control,Heater,Adjustable Steering,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,20.37,1995,5.0,Delhi
Petrol,Sedan,39000,Manual,1,Hyundai,Hyundai Xcent,2018,1.2 VTVT E Plus,52500.0,2018,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.14,1197,,Delhi
Petrol,SUV,90000,Manual,3,Mahindra,Mahindra KUV 100,2016,mFALCON G80 K2,25000.0,2016,Third Party insurance,Power Steering,Low Fuel Warning Light,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks,,18.15,1198,,Delhi
Petrol,Hatchback,90000,Manual,1,Skoda,Skoda Fabia,2011,1.2 MPI Ambition,12000.0,2011,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Rear,Centeral Locking,Power Door Locks,Cd Player,16.25,1198,5.0,Delhi
Diesel,SUV,44000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLS,2017,350d 4MATIC,555000.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,11.0,2987,7.0,Delhi
Petrol,Hatchback,120000,Manual,2,Maruti,Maruti Wagon R,2006,LX,60000.0,2006,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,18.9,998,5.0,Delhi
Petrol,Hatchback,30000,Manual,1,Renault,Renault KWID,2018,RXL,26500.0,2018,Third Party insurance,Power Steering,Low Fuel Warning Light,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks,Radio,25.17,799,,Delhi
Petrol,SUV,4900,Automatic,1,Volvo,Volvo XC60,2021,B5 Ultimate BSVI,615000.0,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,11.2,1969,5.0,Delhi
Petrol,Hatchback,36000,Automatic,2,Mini,Mini Cooper,2015,One,197500.0,2015,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,19.23,1598,5.0,Delhi
Petrol,Hatchback,4975,Manual,1,Maruti,Maruti Ignis,2022,Sigma BSVI,51900.00000000001,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks,,20.89,1197,,Delhi
Cng,Hatchback,48000,Manual,2,Maruti,Maruti Alto 800,2014,CNG LXI,24900.000000000004,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Day Night Rear View Mirror,Passenger Side Rear View Mirror,,30.46,796,,Delhi
Petrol,MUV,36758,Manual,1,Renault,Renault Triber,2021,RXL BSVI,55800.0,2021,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,20.0,999,,Delhi
Petrol,Sedan,3500,Automatic,1,BMW,BMW 3 Series Gran Limousine,2022,330 Li Luxury Line,559000.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,15.3,1998,5.0,Delhi
Petrol,SUV,10000,Automatic,1,Renault,Renault Kiger,2022,RXT Turbo CVT,102500.0,2022,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,18.24,999,,Delhi
Petrol,SUV,61882,Manual,1,Nissan,Nissan Magnite,2021,XV BSVI,69800.0,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.75,999,5.0,Delhi
Petrol,Hatchback,66000,Manual,1,Volkswagen,Volkswagen Polo,2011,Highline Breeze,27500.0,2011,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Fog Lights Rear,Anti Lock Braking System,Centeral Locking,Cd Player,17.0,1198,5.0,Delhi
Petrol,SUV,46000,Automatic,1,Land Rover,Land Rover Discovery Sport,2018,Petrol HSE 7S,395000.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,12.81,1997,7.0,Delhi
Petrol,Hatchback,6088,Manual,1,Maruti,Maruti Ignis,2021,Sigma BSVI,52400.0,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks,,20.89,1197,,Delhi
Petrol,Hatchback,23000,Automatic,1,Hyundai,Hyundai i20,2018,Petrol CVT Magna Executive,67500.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,17.4,1197,,Delhi
Petrol,Hatchback,41732,Manual,1,Maruti,Maruti Baleno,2018,1.2 Delta,54600.0,2018,Zero Dep,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,21.4,1197,,Delhi
Diesel,Sedan,55000,Automatic,2,BMW,BMW 5 Series,2018,520d Sport Line,368500.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,22.48,1995,5.0,Delhi
Diesel,SUV,51000,Manual,1,Maruti,Maruti Vitara Brezza,2019,VDi,77500.0,2019,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,24.3,1248,,Delhi
Petrol,Hatchback,38000,Manual,1,Hyundai,Hyundai EON,2015,Era Plus,24500.0,2015,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Driver Air Bag,,21.1,814,,Delhi
Diesel,SUV,60000,Manual,1,Mahindra,Mahindra XUV500,2016,R W10 FWD,100000.0,2016,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.0,2179,7.0,Delhi
Diesel,SUV,75000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2016,250d,309000.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,17.9,2143,5.0,Delhi
Diesel,SUV,92000,Automatic,3,Audi,Audi Q5,2014,30 TDI quattro Premium,130000.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,14.16,1968,5.0,Delhi
Petrol,Hatchback,90000,Manual,3,Honda,Honda Jazz,2009,Select Edition Mode,95000.0,2009,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,16.0,1198,5.0,Delhi
Diesel,SUV,92000,Automatic,2,Audi,Audi Q5,2013,30 TDI quattro Premium,130000.0,2013,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,14.16,1968,5.0,Delhi
Petrol,Hatchback,49010,Manual,1,Hyundai,Hyundai i20,2019,1.2 Magna Executive,59500.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Cd Player,18.6,1197,,Delhi
Petrol,Hatchback,26089,Manual,1,Maruti,Maruti Baleno,2019,1.2 Delta,59200.0,2019,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,21.4,1197,,Delhi
Diesel,SUV,54000,Manual,1,Mahindra,Mahindra Scorpio,2014,S4 7 Seater,52000.0,2014,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,15.4,2179,,Delhi
Petrol,Hatchback,37302,Manual,1,Maruti,Maruti Alto K10,2018,VXI,35200.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,24.39,998,,Delhi
Diesel,Sedan,42000,Automatic,2,Mercedes-Benz,Mercedes-Benz CLA,2018,200 CDI Sport,255000.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,17.9,2143,5.0,Delhi
Petrol,Hatchback,37000,Automatic,1,Maruti,Maruti Baleno,2021,1.2 CVT Alpha,89000.0,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.4,1197,5.0,Delhi
Petrol,Hatchback,36483,Manual,1,Maruti,Maruti Alto 800,2015,LXI,25800.0,2015,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks,,22.05,796,,Delhi
Petrol,Sedan,62000,Automatic,1,Hyundai,Hyundai Elantra,2015,2.0 SX AT,77500.0,2015,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,14.62,1999,5.0,Delhi
Petrol,SUV,38010,Manual,1,Hyundai,Hyundai Creta,2019,1.6 SX,109500.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,15.8,1591,5.0,Delhi
Petrol,Hatchback,35123,Automatic,2,Maruti,Maruti Celerio,2018,ZXI AMT BSIV,47500.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,23.1,998,,Delhi
Petrol,Sedan,43000,Automatic,1,Honda,Honda City,2016,i VTEC CVT VX,80000.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.0,1497,5.0,Delhi
Diesel,SUV,25154,Manual,2,Ford,Ford Ecosport,2019,1.5 Diesel Titanium BSIV,73800.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,23.0,1498,5.0,Delhi
Diesel,Sedan,10000,Automatic,1,BMW,BMW 5 Series,2020,520d Luxury Line,560000.0,2020,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Changer,20.37,1995,5.0,Delhi
Diesel,SUV,30600,Automatic,2,Tata,Tata Harrier,2021,XZA Plus AT BSVI,185000.0,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,14.6,1956,5.0,Delhi
Petrol,SUV,55000,Manual,1,Hyundai,Hyundai Venue,2020,S,77500.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,17.52,1197,,Delhi
Petrol,SUV,14500,Automatic,2,Mahindra,Mahindra Thar,2021,LX 4-Str Hard Top AT RWD BSVI,155000.0,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,1997.0,150,,Delhi
Diesel,SUV,80000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLS,2017,350d 4MATIC,495000.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,11.0,2987,7.0,Delhi
Petrol,Sedan,76000,Automatic,1,Hyundai,Hyundai Elantra,2013,SX AT,57500.0,2013,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,14.5,1797,5.0,Delhi
Petrol,Sedan,58000,Automatic,1,Honda,Honda Amaze,2018,V CVT Petrol,67500.0,2018,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.3,1199,5.0,Delhi
Petrol,SUV,34000,Automatic,1,Kia,Kia Seltos,2020,GTX DCT,165000.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,16.2,1353,5.0,Delhi
Diesel,SUV,25000,Automatic,1,Audi,Audi Q7,2019,45 TDI Quattro Premium Plus,667500.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,14.75,2967,7.0,Delhi
Petrol,Hatchback,25367,Manual,1,Maruti,Maruti Baleno,2017,1.2 Delta,56800.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,21.4,1197,,Delhi
Petrol,Sedan,29000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2016,200 CGI Sport,235000.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,15.04,1991,5.0,Delhi
Petrol,Hatchback,27240,Manual,1,Maruti,Maruti Baleno,2017,1.2 Delta,54800.00000000001,2017,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,21.4,1197,,Delhi
Petrol,Sedan,55000,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2015,S 500 L,515000.0,2015,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,7.81,4663,5.0,Delhi
Diesel,SUV,28000,Manual,1,Hyundai,Hyundai Creta,2020,E Diesel,115000.0,2020,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,1493.0,113.98,,Delhi
Petrol,Hatchback,20755,Manual,2,Maruti,Maruti Baleno,2016,1.2 Delta,50300.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,21.4,1197,,Delhi
Petrol,,10500,Automatic,1,Toyota,Toyota Vellfire,2023,VIP Executive Lounge,119000.0,2023,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,2487.0,140.1,,Delhi
Petrol,SUV,3500,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG G 63,2023,4MATIC 2018-2023,415000.00000000006,2023,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,3982.0,576.63,,Delhi
Petrol,Hatchback,56722,Manual,1,Maruti,Maruti Swift,2014,LXI BSIV,37900.0,2014,Comprehensive,Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,,22.0,1197,,Delhi
Petrol,SUV,81000,Automatic,2,Honda,Honda CR-V,2013,2.4L 4WD AT,92500.0,2013,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,11.1,2354,5.0,Delhi
Petrol,Hatchback,55566,Manual,1,Maruti,Maruti A-Star,2011,Vxi,19700.0,2011,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,19.0,998,5.0,Delhi
Petrol,Sedan,5500,Automatic,1,Audi,Audi A6,2020,45 TFSI Premium Plus BSVI,482500.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,14.11,1984,5.0,Delhi
Diesel,SUV,4000,Manual,1,Hyundai,Hyundai Creta,2023,SX Diesel BSVI,177500.0,2023,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,1493.0,113.45,,Delhi
Petrol,Sedan,950,Automatic,1,Hyundai,Hyundai Verna,2023,SX Turbo DCT,165000.0,2023,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,20.6,1482,5.0,Delhi
