it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,imgUrl,heading,description,Registration Year,Insurance_Type,Fuel,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year_of_manufacture,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Mileage,Engine_spec,Power,Torque,wheel_dimension,seater,City
0,Diesel,MUV,"1,00,000",Manual,3,3rd Owner,Maruti,Maruti Ertiga,2019,6703,VDI,₹ 11 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Diesel,7 Seats,"1,00,000 Kms",HR43,Third Owner,1248 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,25.47 kmpl,1248 CC,88.50bhp,200Nm,7,,Jaipur
0,Diesel,SUV,"70,000",Manual,1,1st Owner,Mahindra,Mahindra Quanto,2014,3596,C2,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,7 Seats,"70,000 Kms",First Owner,1493 cc,Manual,2014,,Power Steering,Remote Fuel Lid Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Day Night Rear View Mirror,,17.21 kmpl,1493 CC,100bhp,240Nm,7,,Jaipur
0,Diesel,Sedan,"1,50,000",Manual,1,1st Owner,Honda,Honda City,2015,1286,i DTEC V,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"1,50,000 Kms",RJ11,First Owner,1498 cc,Manual,2015.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,26 kmpl,1498 CC,98.6bhp,200Nm,15,5,Jaipur
0,Diesel,SUV,"30,000",Manual,3,3rd Owner,Mahindra,Mahindra Bolero,2013,3464,ZLX BSIII,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,7 Seats,"30,000 Kms",RJ37,Third Owner,2523 cc,Manual,2013.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player,15.96 kmpl,2523 CC,62.1bhp,195Nm,7,,Jaipur
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2018,3921,LXI,₹ 3.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Petrol,5 Seats,"40,000 Kms",RJ45,First Owner,796 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Child Safety Locks,Passenger Side Rear View Mirror,,24.7 kmpl,796 CC,47.3bhp,69Nm,5,,Jaipur
0,Diesel,Sedan,"1,20,000",Manual,4,4th Owner,Volkswagen,Volkswagen Vento,2013,2011,Diesel Highline,₹ 4.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",Fourth Owner,1598 cc,Manual,2013,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.54 kmpl,1598 CC,103.6bhp,250Nm,15,5,Jaipur
0,Diesel,Sedan,"1,50,000",Manual,1,1st Owner,Honda,Honda Amaze,2014,1164,S i-Dtech,₹ 3.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"1,50,000 Kms",RJ14,First Owner,1498 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,25.8 kmpl,1498 CC,98.6bhp,200Nm,5,,Jaipur
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2020,7570,ZXI,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"30,000 Kms",RJ45,First Owner,1462 cc,Manual,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,17.03 kmpl,1462 CC,103.26bhp,138nm,R16,5,Jaipur
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2020,7570,ZXI,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"30,000 Kms",RJ45,First Owner,1462 cc,Manual,2020.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,17.03 kmpl,1462 CC,103.26bhp,138nm,R16,5,Jaipur
0,Petrol,Hatchback,"1,20,000",Manual,1,1st Owner,Datsun,Datsun RediGO,2017,5236,T Option,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",First Owner,799 cc,Manual,2017,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,22.7 kmpl,799 CC,53.64bhp,72Nm,5,,Jaipur
0,Diesel,Hatchback,"90,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2015,1556,CRDi Sportz,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"90,000 Kms",First Owner,1120 cc,Manual,2015,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player,24 kmpl,1120 CC,70bhp,160Nm,5,,Jaipur
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2014,1570,Sportz,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Petrol,5 Seats,"60,000 Kms",RJ14,Second Owner,1197 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Day Night Rear View Mirror,Cd Player,20.36 kmpl,1197 CC,78.9bhp,111.8Nm,13,5,Jaipur
0,Diesel,MUV,"1,50,000",Manual,2,2nd Owner,Mahindra,Mahindra Bolero,2007,3500,DI,₹ 2.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2007,Third Party insurance,Diesel,7 Seats,"1,50,000 Kms",RJ31,Second Owner,2523 cc,Manual,2007.0,Trunk Light,Vanity Mirror,Glove Compartment,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Passenger Side Rear View Mirror,Halogen Headlamps,,,13.6 kmpl,2523 CC,63 HP at 3200 rpm,180 Nm at 1440-1500rpm,15,7,Jaipur
0,Petrol,Sedan,"1,20,000",Automatic,1,1st Owner,Skoda,Skoda Superb,2012,3203,Elegance 1.8 TSI AT,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",RJ24,First Owner,1798 cc,Automatic,2012.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,13.7 kmpl,1798 CC,157.75bhp,250Nm,16,5,Jaipur
0,Petrol,Sedan,"1,20,000",Automatic,1,1st Owner,Skoda,Skoda Superb,2012,3203,Elegance 1.8 TSI AT,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",First Owner,1798 cc,Automatic,2012,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,13.7 kmpl,1798 CC,157.75bhp,250Nm,16,5,Jaipur
0,Petrol,Sedan,"1,20,000",Automatic,1,1st Owner,Skoda,Skoda Superb,2012,3203,Elegance 1.8 TSI AT,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",RJ24,First Owner,1798 cc,Automatic,2012.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,13.7 kmpl,1798 CC,157.75bhp,250Nm,16,5,Jaipur
0,Petrol,Sedan,"70,000",Manual,1,1st Owner,Maruti,Maruti SX4,2010,4259,VXI,₹ 2.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"70,000 Kms",MH02,First Owner,1586 cc,Manual,2010.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Rear,Centeral Locking,Child Safety Locks,Cd Player,15.5 kmpl,1586 CC,103.3bhp,145Nm,15,5,Jaipur
0,Diesel,MUV,"90,000",Manual,3,3rd Owner,Mahindra,Mahindra Bolero,2007,3511,SLE,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2007,Third Party insurance,Diesel,7 Seats,"90,000 Kms",Third Owner,2523 cc,Manual,2007,,Power Steering,Trunk Light,Air Conditioner,Fabric Upholstery,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Passenger Side Rear View Mirror,Halogen Headlamps,,13.6 kmpl,2523 CC,63 HP at 3200 rpm,180 Nm at 1440-1500rpm,15,7,Jaipur
0,Diesel,Sedan,"90,000",Manual,1,1st Owner,Honda,Honda Amaze,2013,1164,S i-Dtech,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,5 Seats,"90,000 Kms",RJ14,First Owner,1498 cc,Manual,2013.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,25.8 kmpl,1498 CC,98.6bhp,200Nm,5,,Jaipur
0,Diesel,Sedan,"90,000",Manual,4,4th Owner,Honda,Honda Amaze,2016,1154,E i-DTEC,₹ 4.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Diesel,5 Seats,"90,000 Kms",RJ02,Fourth Owner,1498 cc,Manual,2016.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,,25.8 kmpl,1498 CC,98.6bhp,200Nm,5,,Jaipur
0,Diesel,SUV,"1,50,000",Manual,1,1st Owner,Nissan,Nissan Terrano,2014,3359,XL 85 PS,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"1,50,000 Kms",RJ14,First Owner,1461 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,20.45 kmpl,1461 CC,83.8bhp,200Nm,5,,Jaipur
0,Petrol,Hatchback,"30,000",Manual,2,2nd Owner,Maruti,Maruti Baleno,2021,6779,Zeta,₹ 8 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,Petrol,5 Seats,"30,000 Kms",Second Owner,1197 cc,Manual,2021,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.01 kmpl,1197 CC,81.80bhp,113Nm,R16,5,Jaipur
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2019,6740,VXI,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Petrol,5 Seats,"40,000 Kms",RJ34,First Owner,998 cc,Manual,2019.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,21.79 kmpl,998 CC,67.05bhp,90Nm,5,,Jaipur
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Maruti,Maruti Swift,2022,8378,VXI BSVI,₹ 7.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2022,Third Party insurance,Petrol,5 Seats,"20,000 Kms",First Owner,1197 cc,Manual,2022,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,22.38 kmpl,1197 CC,88.50bhp,113Nm,5,,Jaipur
0,Diesel,Sedan,"1,20,000",Manual,3,3rd Owner,Hyundai,Hyundai Verna,2011,1817,1.6 SX,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",Third Owner,1582 cc,Manual,2011,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,22.32 kmpl,1582 CC,126.32bhp,259.8Nm,16,5,Jaipur
0,Diesel,Sedan,"1,20,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2014,4242,VDI,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",First Owner,1248 cc,Manual,2014,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player,23.4 kmpl,1248 CC,74bhp,190Nm,14,5,Jaipur
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2021,6779,Zeta,₹ 8 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,Petrol,5 Seats,"30,000 Kms",RJ45,First Owner,1197 cc,Manual,2021.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.01 kmpl,1197 CC,81.80bhp,113Nm,R16,5,Jaipur
0,Diesel,Hatchback,"1,20,000",Manual,1,1st Owner,Maruti,Maruti Swift,2014,4206,ZDi,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",RJ14,First Owner,1248 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,22.9 kmpl,1248 CC,74bhp,190Nm,15,5,Jaipur
0,Diesel,Sedan,"1,21,000",Manual,1,1st Owner,Hyundai,Hyundai Elantra,2013,1470,CRDi S,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,5 Seats,"1,21,000 Kms",First Owner,1582 cc,Manual,2013,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,22.7 kmpl,1582 CC,126.24bhp,259.87Nm,16,5,Jaipur
0,Diesel,Sedan,"1,20,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2013,4242,VDI,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",First Owner,1248 cc,Manual,2013,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player,23.4 kmpl,1248 CC,74bhp,190Nm,14,5,Jaipur
0,Diesel,SUV,"1,20,000",Manual,3,3rd Owner,Mitsubishi,Mitsubishi Pajero,2013,3435,Sport 4X4,₹ 9 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,7 Seats,"1,20,000 Kms",Third Owner,2477 cc,Manual,2013,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,13.5 kmpl,2477 CC,175.56bhp,400Nm,17,7,Jaipur
0,Petrol,Hatchback,"1,50,000",Manual,3,3rd Owner,Maruti,Maruti Ritz,2011,4141,VXi,₹ 1.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"1,50,000 Kms",RJ14,Third Owner,1197 cc,Manual,2011.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,,18.5 kmpl,1197 CC,85.80bhp,114Nm,5,,Jaipur
0,Diesel,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2018,5720,1.3 Alpha,₹ 7 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Diesel,5 Seats,"60,000 Kms",First Owner,1248 cc,Manual,2018,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,28.09 kmpl,1248 CC,88.5bhp,200Nm,16,5,Jaipur
0,Petrol,Hatchback,"60,000",Manual,4,4th Owner,Maruti,Maruti Zen,2001,4387,Std,"₹ 62,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Third Party insurance,Petrol,5 Seats,"60,000 Kms",RJ14,Fourth Owner,993 cc,Manual,,,Remote Fuel Lid Opener,Low Fuel Warning Light,Air Conditioner,Centeral Locking,Power Door Locks,,,,,17.3 kmpl,993 CC,60 PS ,78 Nm ,12,5,Jaipur
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Renault,Renault KWID,2022,7897,1.0 RXL BSVI,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2022,Third Party insurance,Petrol,5 Seats,"20,000 Kms",First Owner,999 cc,Manual,2022,,Power Steering,Low Fuel Warning Light,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,,21.46 kmpl,999 CC,67.06bhp,91Nm,5,,Jaipur
0,Petrol,Sedan,"30,000",Automatic,1,1st Owner,Honda,Honda City,2021,7905,ZX CVT,₹ 15.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,Petrol,5 Seats,"30,000 Kms",RJ45,First Owner,1498 cc,Automatic,2021.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,18.3 kmpl,1498 CC,119.35bhp,145Nm,16,5,Jaipur
0,Diesel,Sedan,"1,50,000",Manual,1,1st Owner,Honda,Honda City,2014,1286,i DTEC V,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"1,50,000 Kms",RJ14,First Owner,1498 cc,Manual,2014.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,26 kmpl,1498 CC,98.6bhp,200Nm,15,5,Jaipur
0,Petrol,Hatchback,"1,50,000",Manual,2,2nd Owner,Maruti,Maruti Zen Estilo,2007,4396,LXI BSIII,₹ 1 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2007,Third Party insurance,Petrol,5 Seats,"1,50,000 Kms",Second Owner,998 cc,Manual,2007,,Power Steering,Power Windows Front,Air Conditioner,Heater,Manually Adjustable Exterior Rear View Mirror,Integrated Antenna,,,,18.2 kmpl,998 CC,67.1bhp,90Nm,13,5,Jaipur
0,Petrol,Hatchback,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2015,3943,LXI,₹ 2.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",Second Owner,796 cc,Manual,2015,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Day Night Rear View Mirror,Passenger Side Rear View Mirror,,22.74 kmpl,796 CC,47.3bhp,69Nm,5,,Jaipur
0,Diesel,Sedan,"1,20,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2018,5828,VDI,₹ 6.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",RJ45,First Owner,1248 cc,Manual,2018.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,28.4 kmpl,1248 CC,74.02bhp,190Nm,5,,Jaipur
0,Petrol,Hatchback,"90,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2013,1568,Magna,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Petrol,5 Seats,"90,000 Kms",RJ07,Second Owner,1197 cc,Manual,2013.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Manually Adjustable Exterior Rear View Mirror,Power Antenna,Centeral Locking,Day Night Rear View Mirror,,20.36 kmpl,1197 CC,78.9bhp,111.7Nm,13,5,Jaipur
0,Diesel,Hatchback,"1,50,000",Manual,3,3rd Owner,Maruti,Maruti Swift,2012,4206,ZDi,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Diesel,5 Seats,"1,50,000 Kms",RJ14,Third Owner,1248 cc,Manual,2012.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,22.9 kmpl,1248 CC,74bhp,190Nm,15,5,Jaipur
0,Diesel,Sedan,"90,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2014,4239,LDI,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"90,000 Kms",Second Owner,1248 cc,Manual,2014,,Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Power Door Locks,Child Safety Locks,,23.4 kmpl,1248 CC,74bhp,190Nm,14,5,Jaipur
0,Diesel,Sedan,"90,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2014,4239,LDI,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"90,000 Kms",DL9C,Second Owner,1248 cc,Manual,2014.0,Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Power Door Locks,Child Safety Locks,,23.4 kmpl,1248 CC,74bhp,190Nm,14,5,Jaipur
0,Petrol,Hatchback,"1,50,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2011,1568,Magna,₹ 2 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"1,50,000 Kms",RJ14,First Owner,1197 cc,Manual,2011.0,Power Steering,Power Windows Front,Air Conditioner,Heater,Manually Adjustable Exterior Rear View Mirror,Power Antenna,Centeral Locking,Day Night Rear View Mirror,,20.36 kmpl,1197 CC,78.9bhp,111.7Nm,13,5,Jaipur
0,Petrol,Hatchback,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2015,3943,LXI,₹ 2.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",Second Owner,796 cc,Manual,2015,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Day Night Rear View Mirror,Passenger Side Rear View Mirror,,22.74 kmpl,796 CC,47.3bhp,69Nm,5,,Jaipur
0,Diesel,Sedan,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2013,4242,VDI,₹ 3.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",First Owner,1248 cc,Manual,2013,,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player,23.4 kmpl,1248 CC,74bhp,190Nm,14,5,Jaipur
